Postcode;Plaatsnaam;Localité;Provincie
8400;Zandvoorde;Zandvoorde;West-Vlaanderen
8420;DE HAAN;DE HAAN;West-Vlaanderen
8420;Klemskerke;Klemskerke;West-Vlaanderen
8420;Wenduine;Wenduine;West-Vlaanderen
8421;Vlissegem;Vlissegem;West-Vlaanderen
8430;MIDDELKERKE;MIDDELKERKE;West-Vlaanderen
8431;Wilskerke;Wilskerke;West-Vlaanderen
8432;Leffinge;Leffinge;West-Vlaanderen
8433;Mannekensvere;Mannekensvere;West-Vlaanderen
8433;Schore;Schore;West-Vlaanderen
8433;Sint-Pieters-Kapelle;Sint-Pieters-Kapelle;West-Vlaanderen
8433;Slijpe;Slijpe;West-Vlaanderen
8434;Lombardsijde;Lombardsijde;West-Vlaanderen
8434;Westende;Westende;West-Vlaanderen
8450;BREDENE;BREDENE;West-Vlaanderen
8460;Ettelgem;Ettelgem;West-Vlaanderen
8460;OUDENBURG;OUDENBURG;West-Vlaanderen
8460;Roksem;Roksem;West-Vlaanderen
8460;Westkerke;Westkerke;West-Vlaanderen
8470;GISTEL;GISTEL;West-Vlaanderen
8470;Moere;Moere;West-Vlaanderen
8470;Snaaskerke;Snaaskerke;West-Vlaanderen
8470;Zevekote;Zevekote;West-Vlaanderen
8480;Bekegem;Bekegem;West-Vlaanderen
8480;Eernegem;Eernegem;West-Vlaanderen
8480;ICHTEGEM;ICHTEGEM;West-Vlaanderen
8490;JABBEKE;JABBEKE;West-Vlaanderen
8490;Snellegem;Snellegem;West-Vlaanderen
8490;Stalhille;Stalhille;West-Vlaanderen
8490;Varsenare;Varsenare;West-Vlaanderen
8490;Zerkegem;Zerkegem;West-Vlaanderen
8500;KORTRIJK;KORTRIJK;West-Vlaanderen
8501;Bissegem;Bissegem;West-Vlaanderen
8501;Heule;Heule;West-Vlaanderen
8510;Bellegem;Bellegem;West-Vlaanderen
8510;Kooigem;Kooigem;West-Vlaanderen
8510;Marke;Marke;West-Vlaanderen
8510;Rollegem;Rollegem;West-Vlaanderen
8511;Aalbeke;Aalbeke;West-Vlaanderen
8520;KUURNE;KUURNE;West-Vlaanderen
8530;HARELBEKE;HARELBEKE;West-Vlaanderen
8531;Bavikhove;Bavikhove;West-Vlaanderen
8531;Hulste;Hulste;West-Vlaanderen
8540;DEERLIJK;DEERLIJK;West-Vlaanderen
8550;ZWEVEGEM;ZWEVEGEM;West-Vlaanderen
8551;Heestert;Heestert;West-Vlaanderen
8552;Moen;Moen;West-Vlaanderen
8553;Otegem;Otegem;West-Vlaanderen
8554;Sint-Denijs;Sint-Denijs;West-Vlaanderen
8560;Gullegem;Gullegem;West-Vlaanderen
8560;Moorsele;Moorsele;West-Vlaanderen
8560;WEVELGEM;WEVELGEM;West-Vlaanderen
8570;ANZEGEM;ANZEGEM;West-Vlaanderen
8570;Gijzelbrechtegem;Gijzelbrechtegem;West-Vlaanderen
8570;Ingooigem;Ingooigem;West-Vlaanderen
8570;Vichte;Vichte;West-Vlaanderen
8572;Kaster;Kaster;West-Vlaanderen
8573;Tiegem;Tiegem;West-Vlaanderen
8580;AVELGEM;AVELGEM;West-Vlaanderen
8581;Kerkhove;Kerkhove;West-Vlaanderen
8581;Waarmaarde;Waarmaarde;West-Vlaanderen
8582;Outrijve;Outrijve;West-Vlaanderen
8583;Bossuit;Bossuit;West-Vlaanderen
8587;Helkijn;Espierres;West-Vlaanderen
8587;Spiere;Helchin;West-Vlaanderen
8600;Beerst;Beerst;West-Vlaanderen
8600;DIKSMUIDE;DIKSMUIDE;West-Vlaanderen
8600;Driekapellen;Driekapellen;West-Vlaanderen
8600;Esen;Esen;West-Vlaanderen
8600;Kaaskerke;Kaaskerke;West-Vlaanderen
8600;Keiem;Keiem;West-Vlaanderen
8600;Lampernisse;Lampernisse;West-Vlaanderen
8600;Leke;Leke;West-Vlaanderen
8600;Nieuwkapelle;Nieuwkapelle;West-Vlaanderen
8600;Oostkerke;Oostkerke;West-Vlaanderen
8600;Oudekapelle;Oudekapelle;West-Vlaanderen
8600;Pervijze;Pervijze;West-Vlaanderen
8600;Sint-Jacobs-Kapelle;Sint-Jacobs-Kapelle;West-Vlaanderen
8600;Stuivekenskerke;Stuivekenskerke;West-Vlaanderen
8600;Vladslo;Vladslo;West-Vlaanderen
8600;Woumen;Woumen;West-Vlaanderen
8610;Handzame;Handzame;West-Vlaanderen
8610;KORTEMARK;KORTEMARK;West-Vlaanderen
8610;Werken;Werken;West-Vlaanderen
8610;Zarren;Zarren;West-Vlaanderen
8620;NIEUWPOORT;NIEUWPOORT;West-Vlaanderen
8620;Ramskapelle;Ramskapelle;West-Vlaanderen
8620;Sint-Joris;Sint-Joris;West-Vlaanderen
8630;Avekapelle;Avekapelle;West-Vlaanderen
8630;Booitshoeke;Booitshoeke;West-Vlaanderen
8630;Bulskamp;Bulskamp;West-Vlaanderen
8630;De Moeren;De Moeren;West-Vlaanderen
8630;Eggewaartskapelle;Eggewaartskapelle;West-Vlaanderen
8630;Houtem;Houtem;West-Vlaanderen
8630;Steenkerke;Steenkerke;West-Vlaanderen
8630;VEURNE;VEURNE;West-Vlaanderen
8630;Vinkem;Vinkem;West-Vlaanderen
8630;Wulveringem;Wulveringem;West-Vlaanderen
8630;Zoutenaaie;Zoutenaaie;West-Vlaanderen
8640;Oostvleteren;Oostvleteren;West-Vlaanderen
8640;Westvleteren;Westvleteren;West-Vlaanderen
8640;Woesten;Woesten;West-Vlaanderen
8647;Lo;Lo;West-Vlaanderen
8647;Noordschote;Noordschote;West-Vlaanderen
8647;Pollinkhove;Pollinkhove;West-Vlaanderen
8647;Reninge;Reninge;West-Vlaanderen
8650;HOUTHULST;HOUTHULST;West-Vlaanderen
8650;Klerken;Klerken;West-Vlaanderen
8650;Merkem;Merkem;West-Vlaanderen
8660;Adinkerke;Adinkerke;West-Vlaanderen
8660;DE PANNE;DE PANNE;West-Vlaanderen
8670;KOKSIJDE;KOKSIJDE;West-Vlaanderen
8670;Oostduinkerke;Oostduinkerke;West-Vlaanderen
8670;Wulpen;Wulpen;West-Vlaanderen
8680;Bovekerke;Bovekerke;West-Vlaanderen
8680;KOEKELARE;KOEKELARE;West-Vlaanderen
8680;Zande;Zande;West-Vlaanderen
8690;ALVERINGEM;ALVERINGEM;West-Vlaanderen
8690;Hoogstade;Hoogstade;West-Vlaanderen
8690;Oeren;Oeren;West-Vlaanderen
8690;Sint-Rijkers;Sint-Rijkers;West-Vlaanderen
8691;Beveren-Aan-De-Ijzer;Beveren-Aan-De-Ijzer;West-Vlaanderen
8691;Gijverinkhove;Gijverinkhove;West-Vlaanderen
8691;Izenberge;Izenberge;West-Vlaanderen
8691;Leisele;Leisele;West-Vlaanderen
8691;Stavele;Stavele;West-Vlaanderen
8700;Aarsele;Aarsele;West-Vlaanderen
8700;Kanegem;Kanegem;West-Vlaanderen
8700;Schuiferskapelle;Schuiferskapelle;West-Vlaanderen
8700;TIELT;TIELT;West-Vlaanderen
8710;Ooigem;Ooigem;West-Vlaanderen
8710;Sint-Baafs-Vijve;Sint-Baafs-Vijve;West-Vlaanderen
8710;WIELSBEKE;WIELSBEKE;West-Vlaanderen
8720;DENTERGEM;DENTERGEM;West-Vlaanderen
8720;Markegem;Markegem;West-Vlaanderen
8720;Oeselgem;Oeselgem;West-Vlaanderen
8720;Wakken;Wakken;West-Vlaanderen
8730;BEERNEM;BEERNEM;West-Vlaanderen
8730;Oedelem;Oedelem;West-Vlaanderen
8730;Sint-Joris;Sint-Joris;West-Vlaanderen
8740;Egem;Egem;West-Vlaanderen
8740;PITTEM;PITTEM;West-Vlaanderen
8750;WINGENE;WINGENE;West-Vlaanderen
8750;Zwevezele;Zwevezele;West-Vlaanderen
8755;RUISELEDE;RUISELEDE;West-Vlaanderen
8760;MEULEBEKE;MEULEBEKE;West-Vlaanderen
8770;INGELMUNSTER;INGELMUNSTER;West-Vlaanderen
8780;OOSTROZEBEKE;OOSTROZEBEKE;West-Vlaanderen
8790;WAREGEM;WAREGEM;West-Vlaanderen
8791;Beveren;Beveren;West-Vlaanderen
8792;Desselgem;Desselgem;West-Vlaanderen
8793;Sint-Eloois-Vijve;Sint-Eloois-Vijve;West-Vlaanderen
8800;Beveren;Beveren;West-Vlaanderen
8800;Oekene;Oekene;West-Vlaanderen
8800;ROESELARE;ROESELARE;West-Vlaanderen
8800;Rumbeke;Rumbeke;West-Vlaanderen
8810;LICHTERVELDE;LICHTERVELDE;West-Vlaanderen
8820;TORHOUT;TORHOUT;West-Vlaanderen
8830;Gits;Gits;West-Vlaanderen
8830;HOOGLEDE;HOOGLEDE;West-Vlaanderen
8840;Oostnieuwkerke;Oostnieuwkerke;West-Vlaanderen
8840;STADEN;STADEN;West-Vlaanderen
8840;Westrozebeke;Westrozebeke;West-Vlaanderen
8850;ARDOOIE;ARDOOIE;West-Vlaanderen
8851;Koolskamp;Koolskamp;West-Vlaanderen
8860;LENDELEDE;LENDELEDE;West-Vlaanderen
8870;Emelgem;Emelgem;West-Vlaanderen
8870;IZEGEM;IZEGEM;West-Vlaanderen
8870;Kachtem;Kachtem;West-Vlaanderen
8880;LEDEGEM;LEDEGEM;West-Vlaanderen
8880;Rollegem-Kapelle;Rollegem-Kapelle;West-Vlaanderen
8880;Sint-Eloois-Winkel;Sint-Eloois-Winkel;West-Vlaanderen
8890;Dadizele;Dadizele;West-Vlaanderen
8890;MOORSLEDE;MOORSLEDE;West-Vlaanderen
8900;Brielen;Brielen;West-Vlaanderen
8900;Dikkebus;Dikkebus;West-Vlaanderen
8900;IEPER;IEPER;West-Vlaanderen
8900;Sint-Jan;Sint-Jan;West-Vlaanderen
8902;Hollebeke;Hollebeke;West-Vlaanderen
8902;Voormezele;Voormezele;West-Vlaanderen
8902;Zillebeke;Zillebeke;West-Vlaanderen
8904;Boezinge;Boezinge;West-Vlaanderen
8904;Zuidschote;Zuidschote;West-Vlaanderen
8906;Elverdinge;Elverdinge;West-Vlaanderen
8908;Vlamertinge;Vlamertinge;West-Vlaanderen
8920;Bikschote;Bikschote;West-Vlaanderen
8920;Langemark;Langemark;West-Vlaanderen
8920;Poelkapelle;Poelkapelle;West-Vlaanderen
8930;Lauwe;Lauwe;West-Vlaanderen
8930;MENEN;MENEN;West-Vlaanderen
8930;Rekkem;Rekkem;West-Vlaanderen
8940;Geluwe;Geluwe;West-Vlaanderen
8940;WERVIK;WERVIK;West-Vlaanderen
8950;Nieuwkerke;Nieuwkerke;West-Vlaanderen
8951;Dranouter;Dranouter;West-Vlaanderen
8952;Wulvergem;Wulvergem;West-Vlaanderen
8953;Wijtschate;Wijtschate;West-Vlaanderen
8954;Westouter;Westouter;West-Vlaanderen
8956;Kemmel;Kemmel;West-Vlaanderen
8957;MESEN;MESSINES;West-Vlaanderen
8958;Loker;Loker;West-Vlaanderen
8970;POPERINGE;POPERINGE;West-Vlaanderen
8970;Reningelst;Reningelst;West-Vlaanderen
8972;Krombeke;Krombeke;West-Vlaanderen
8972;Proven;Proven;West-Vlaanderen
8972;Roesbrugge-Haringe;Roesbrugge-Haringe;West-Vlaanderen
8978;Watou;Watou;West-Vlaanderen
8980;Beselare;Beselare;West-Vlaanderen
8980;Geluveld;Geluveld;West-Vlaanderen
8980;Passendale;Passendale;West-Vlaanderen
8980;Zandvoorde;Zandvoorde;West-Vlaanderen
8980;ZONNEBEKE;ZONNEBEKE;West-Vlaanderen
9000;GENT;GENT;Oost-Vlaanderen 
9030;Mariakerke;Mariakerke;Oost-Vlaanderen 
9031;Drongen;Drongen;Oost-Vlaanderen 
9032;Wondelgem;Wondelgem;Oost-Vlaanderen 
9040;Sint-Amandsberg;Sint-Amandsberg;Oost-Vlaanderen 
9041;Oostakker;Oostakker;Oost-Vlaanderen 
9042;Desteldonk;Desteldonk;Oost-Vlaanderen 
9042;Mendonk;Mendonk;Oost-Vlaanderen 
9042;Sint-Kruis-Winkel;Sint-Kruis-Winkel;Oost-Vlaanderen 
9050;Gentbrugge;Gentbrugge;Oost-Vlaanderen 
9050;Ledeberg;Ledeberg;Oost-Vlaanderen 
9051;Afsnee;Afsnee;Oost-Vlaanderen 
9051;Sint-Denijs-Westrem;Sint-Denijs-Westrem;Oost-Vlaanderen 
9052;Zwijnaarde;Zwijnaarde;Oost-Vlaanderen 
9060;ZELZATE;ZELZATE;Oost-Vlaanderen 
9070;DESTELBERGEN;DESTELBERGEN;Oost-Vlaanderen 
9070;Heusden;Heusden;Oost-Vlaanderen 
9080;Beervelde;Beervelde;Oost-Vlaanderen 
9080;LOCHRISTI;LOCHRISTI;Oost-Vlaanderen 
9080;Zaffelare;Zaffelare;Oost-Vlaanderen 
9080;Zeveneken;Zeveneken;Oost-Vlaanderen 
9090;Gontrode;Gontrode;Oost-Vlaanderen 
9090;MELLE;MELLE;Oost-Vlaanderen 
9099;Gent X;Gent X;
9100;Nieuwkerken-Waas;Nieuwkerken-Waas;Oost-Vlaanderen 
9100;SINT-NIKLAAS;SINT-NIKLAAS;Oost-Vlaanderen 
9111;Belsele;Belsele;Oost-Vlaanderen 
9112;Sinaai-Waas;Sinaai-Waas;Oost-Vlaanderen 
9120;BEVEREN-WAAS;BEVEREN-WAAS;Oost-Vlaanderen 
9120;Haasdonk;Haasdonk;Oost-Vlaanderen 
9120;Kallo;Kallo;Oost-Vlaanderen 
9120;Melsele;Melsele;Oost-Vlaanderen 
9120;Vrasene;Vrasene;Oost-Vlaanderen 
9130;Doel;Doel;Oost-Vlaanderen 
9130;Kallo;Kallo;Oost-Vlaanderen 
9130;Kieldrecht;Kieldrecht;Oost-Vlaanderen 
9130;Verrebroek;Verrebroek;Oost-Vlaanderen 
9140;Elversele;Elversele;Oost-Vlaanderen 
9140;Steendorp;Steendorp;Oost-Vlaanderen 
9140;TEMSE;TEMSE;Oost-Vlaanderen 
9140;Tielrode;Tielrode;Oost-Vlaanderen 
9150;Bazel;Bazel;Oost-Vlaanderen 
9150;KRUIBEKE;KRUIBEKE;Oost-Vlaanderen 
9150;Rupelmonde;Rupelmonde;Oost-Vlaanderen 
9160;Daknam;Daknam;Oost-Vlaanderen 
9160;Eksaarde;Eksaarde;Oost-Vlaanderen 
9160;LOKEREN;LOKEREN;Oost-Vlaanderen 
9170;De Klinge;De Klinge;Oost-Vlaanderen 
9170;Meerdonk;Meerdonk;Oost-Vlaanderen 
9170;SINT-GILLIS-WAAS;SINT-GILLIS-WAAS;Oost-Vlaanderen 
9170;Sint-Pauwels;Sint-Pauwels;Oost-Vlaanderen 
9180;MOERBEKE-WAAS;MOERBEKE-WAAS;Oost-Vlaanderen 
9185;WACHTEBEKE;WACHTEBEKE;Oost-Vlaanderen 
9190;Kemzeke;Kemzeke;Oost-Vlaanderen 
9190;STEKENE;STEKENE;Oost-Vlaanderen 
9200;Appels;Appels;Oost-Vlaanderen 
9200;Baasrode;Baasrode;Oost-Vlaanderen 
9200;DENDERMONDE;DENDERMONDE;Oost-Vlaanderen 
9200;Grembergen;Grembergen;Oost-Vlaanderen 
9200;Mespelare;Mespelare;Oost-Vlaanderen 
9200;Oudegem;Oudegem;Oost-Vlaanderen 
9200;Schoonaarde;Schoonaarde;Oost-Vlaanderen 
9200;Sint-Gillis-Dendermonde;Sint-Gillis-Dendermonde;Oost-Vlaanderen 
9220;HAMME;HAMME;Oost-Vlaanderen 
9220;Moerzeke;Moerzeke;Oost-Vlaanderen 
9230;Massemen;Massemen;Oost-Vlaanderen 
9230;Westrem;Westrem;Oost-Vlaanderen 
9230;WETTEREN;WETTEREN;Oost-Vlaanderen 
9240;ZELE;ZELE;Oost-Vlaanderen 
9250;WAASMUNSTER;WAASMUNSTER;Oost-Vlaanderen 
9255;BUGGENHOUT;BUGGENHOUT;Oost-Vlaanderen 
9255;Opdorp;Opdorp;Oost-Vlaanderen 
9260;Schellebelle;Schellebelle;Oost-Vlaanderen 
9260;Serskamp;Serskamp;Oost-Vlaanderen 
9260;WICHELEN;WICHELEN;Oost-Vlaanderen 
9270;Kalken;Kalken;Oost-Vlaanderen 
9270;LAARNE;LAARNE;Oost-Vlaanderen 
9280;Denderbelle;Denderbelle;Oost-Vlaanderen 
9280;LEBBEKE;LEBBEKE;Oost-Vlaanderen 
9280;Wieze;Wieze;Oost-Vlaanderen 
9290;BERLARE;BERLARE;Oost-Vlaanderen 
9290;Overmere;Overmere;Oost-Vlaanderen 
9290;Uitbergen;Uitbergen;Oost-Vlaanderen 
9300;AALST;AALST;Oost-Vlaanderen 
9308;Gijzegem;Gijzegem;Oost-Vlaanderen 
9308;Hofstade;Hofstade;Oost-Vlaanderen 
9310;Baardegem;Baardegem;Oost-Vlaanderen 
9310;Herdersem;Herdersem;Oost-Vlaanderen 
9310;Meldert;Meldert;Oost-Vlaanderen 
9310;Moorsel;Moorsel;Oost-Vlaanderen 
9320;Erembodegem;Erembodegem;Oost-Vlaanderen 
9320;Nieuwerkerken;Nieuwerkerken;Oost-Vlaanderen 
9340;Impe;Impe;Oost-Vlaanderen 
9340;LEDE;LEDE;Oost-Vlaanderen 
9340;Oordegem;Oordegem;Oost-Vlaanderen 
9340;Smetlede;Smetlede;Oost-Vlaanderen 
9340;Wanzele;Wanzele;Oost-Vlaanderen 
9400;Appelterre-Eichem;Appelterre-Eichem;Oost-Vlaanderen 
9400;Denderwindeke;Denderwindeke;Oost-Vlaanderen 
9400;Lieferinge;Lieferinge;Oost-Vlaanderen 
9400;Nederhasselt;Nederhasselt;Oost-Vlaanderen 
9400;NINOVE;NINOVE;Oost-Vlaanderen 
9400;Okegem;Okegem;Oost-Vlaanderen 
9400;Voorde;Voorde;Oost-Vlaanderen 
9401;Pollare;Pollare;Oost-Vlaanderen 
9402;Meerbeke;Meerbeke;Oost-Vlaanderen 
9403;Neigem;Neigem;Oost-Vlaanderen 
9404;Aspelare;Aspelare;Oost-Vlaanderen 
9406;Outer;Outer;Oost-Vlaanderen 
9420;Aaigem;Aaigem;Oost-Vlaanderen 
9420;Bambrugge;Bambrugge;Oost-Vlaanderen 
9420;Burst;Burst;Oost-Vlaanderen 
9420;Erondegem;Erondegem;Oost-Vlaanderen 
9420;Erpe;Erpe;Oost-Vlaanderen 
9420;Mere;Mere;Oost-Vlaanderen 
9420;Ottergem;Ottergem;Oost-Vlaanderen 
9420;Vlekkem;Vlekkem;Oost-Vlaanderen 
9450;Denderhoutem;Denderhoutem;Oost-Vlaanderen 
9450;HAALTERT;HAALTERT;Oost-Vlaanderen 
9450;Heldergem;Heldergem;Oost-Vlaanderen 
9451;Kerksken;Kerksken;Oost-Vlaanderen 
9470;DENDERLEEUW;DENDERLEEUW;Oost-Vlaanderen 
9472;Iddergem;Iddergem;Oost-Vlaanderen 
9473;Welle;Welle;Oost-Vlaanderen 
9500;GERAARDSBERGEN;GERAARDSBERGEN;Oost-Vlaanderen 
9500;Goeferdinge;Goeferdinge;Oost-Vlaanderen 
9500;Moerbeke;Moerbeke;Oost-Vlaanderen 
9500;Nederboelare;Nederboelare;Oost-Vlaanderen 
9500;Onkerzele;Onkerzele;Oost-Vlaanderen 
9500;Ophasselt;Ophasselt;Oost-Vlaanderen 
9500;Overboelare;Overboelare;Oost-Vlaanderen 
9500;Viane;Viane;Oost-Vlaanderen 
9500;Zarlardinge;Zarlardinge;Oost-Vlaanderen 
9506;Grimminge;Grimminge;Oost-Vlaanderen 
9506;Idegem;Idegem;Oost-Vlaanderen 
9506;Nieuwenhove;Nieuwenhove;Oost-Vlaanderen 
9506;Schendelbeke;Schendelbeke;Oost-Vlaanderen 
9506;Smeerebbe-Vloerzegem;Smeerebbe-Vloerzegem;Oost-Vlaanderen 
9506;Waarbeke;Waarbeke;Oost-Vlaanderen 
9506;Zandbergen;Zandbergen;Oost-Vlaanderen 
9520;Bavegem;Bavegem;Oost-Vlaanderen 
9520;Oombergen;Oombergen;Oost-Vlaanderen 
9520;SINT-LIEVENS-HOUTEM;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen 
9520;Vlierzele;Vlierzele;Oost-Vlaanderen 
9520;Zonnegem;Zonnegem;Oost-Vlaanderen 
9521;Letterhoutem;Letterhoutem;Oost-Vlaanderen 
9550;HERZELE;HERZELE;Oost-Vlaanderen 
9550;Hillegem;Hillegem;Oost-Vlaanderen 
9550;Sint-Antelinks;Sint-Antelinks;Oost-Vlaanderen 
9550;Sint-Lievens-Esse;Sint-Lievens-Esse;Oost-Vlaanderen 
9550;Steenhuize-Wijnhuize;Steenhuize-Wijnhuize;Oost-Vlaanderen 
9550;Woubrechtegem;Woubrechtegem;Oost-Vlaanderen 
9551;Ressegem;Ressegem;Oost-Vlaanderen 
9552;Borsbeke;Borsbeke;Oost-Vlaanderen 
9570;Deftinge;Deftinge;Oost-Vlaanderen 
9570;Sint-Maria-Lierde;Sint-Maria-Lierde;Oost-Vlaanderen 
9571;Hemelveerdegem;Hemelveerdegem;Oost-Vlaanderen 
9572;Sint-Martens-Lierde;Sint-Martens-Lierde;Oost-Vlaanderen 
9600;RONSE;RENAIX;Oost-Vlaanderen 
9620;Elene;Elene;Oost-Vlaanderen 
9620;Erwetegem;Erwetegem;Oost-Vlaanderen 
9620;Godveerdegem;Godveerdegem;Oost-Vlaanderen 
9620;Grotenberge;Grotenberge;Oost-Vlaanderen 
9620;Leeuwergem;Leeuwergem;Oost-Vlaanderen 
9620;Oombergen;Oombergen;Oost-Vlaanderen 
9620;Sint-Goriks-Oudenhove;Sint-Goriks-Oudenhove;Oost-Vlaanderen 
9620;Sint-Maria-Oudenhove;Sint-Maria-Oudenhove;Oost-Vlaanderen 
9620;Strijpen;Strijpen;Oost-Vlaanderen 
9620;Velzeke-Ruddershove;Velzeke-Ruddershove;Oost-Vlaanderen 
9620;ZOTTEGEM;ZOTTEGEM;Oost-Vlaanderen 
9630;Beerlegem;Beerlegem;Oost-Vlaanderen 
9630;Dikkele;Dikkele;Oost-Vlaanderen 
9630;Hundelgem;Hundelgem;Oost-Vlaanderen 
9630;Meilegem;Meilegem;Oost-Vlaanderen 
9630;Munkzwalm;Munkzwalm;Oost-Vlaanderen 
9630;Paulatem;Paulatem;Oost-Vlaanderen 
9630;Roborst;Roborst;Oost-Vlaanderen 
9630;Rozebeke;Rozebeke;Oost-Vlaanderen 
9630;Sint-Blasius-Boekel;Sint-Blasius-Boekel;Oost-Vlaanderen 
9630;Sint-Denijs-Boekel;Sint-Denijs-Boekel;Oost-Vlaanderen 
9630;Sint-Maria-Latem;Sint-Maria-Latem;Oost-Vlaanderen 
9636;Nederzwalm-Hermelgem;Nederzwalm-Hermelgem;Oost-Vlaanderen 
9660;BRAKEL;BRAKEL;Oost-Vlaanderen 
9660;Elst;Elst;Oost-Vlaanderen 
9660;Everbeek;Everbeek;Oost-Vlaanderen 
9660;Michelbeke;Michelbeke;Oost-Vlaanderen 
9660;Nederbrakel;Nederbrakel;Oost-Vlaanderen 
9660;Opbrakel;Opbrakel;Oost-Vlaanderen 
9660;Sint-Maria-Oudenhove;Sint-Maria-Oudenhove;Oost-Vlaanderen 
9660;Zegelsem;Zegelsem;Oost-Vlaanderen 
9661;Parike;Parike;Oost-Vlaanderen 
9667;Sint-Kornelis-Horebeke;Sint-Kornelis-Horebeke;Oost-Vlaanderen 
9667;Sint-Maria-Horebeke;Sint-Maria-Horebeke;Oost-Vlaanderen 
9680;Etikhove;Etikhove;Oost-Vlaanderen 
9680;Maarke-Kerkem;Maarke-Kerkem;Oost-Vlaanderen 
9681;Nukerke;Nukerke;Oost-Vlaanderen 
9688;Schorisse;Schorisse;Oost-Vlaanderen 
9690;Berchem;Berchem;Oost-Vlaanderen 
9690;Kwaremont;Kwaremont;Oost-Vlaanderen 
9690;Ruien;Ruien;Oost-Vlaanderen 
9690;Zulzeke;Zulzeke;Oost-Vlaanderen 
9700;Bevere;Bevere;Oost-Vlaanderen 
9700;Edelare;Edelare;Oost-Vlaanderen 
9700;Eine;Eine;Oost-Vlaanderen 
9700;Ename;Ename;Oost-Vlaanderen 
9700;Heurne;Heurne;Oost-Vlaanderen 
9700;Leupegem;Leupegem;Oost-Vlaanderen 
9700;Mater;Mater;Oost-Vlaanderen 
9700;Melden;Melden;Oost-Vlaanderen 
9700;Mullem;Mullem;Oost-Vlaanderen 
9700;Nederename;Nederename;Oost-Vlaanderen 
9700;Ooike;Ooike;Oost-Vlaanderen 
9700;OUDENAARDE;OUDENAARDE;Oost-Vlaanderen 
9700;Volkegem;Volkegem;Oost-Vlaanderen 
9700;Welden;Welden;Oost-Vlaanderen 
9750;Huise;Huise;Oost-Vlaanderen 
9750;Ouwegem;Ouwegem;Oost-Vlaanderen 
9750;ZINGEM;ZINGEM;Oost-Vlaanderen 
9770;KRUISHOUTEM;KRUISHOUTEM;Oost-Vlaanderen 
9771;Nokere;Nokere;Oost-Vlaanderen 
9772;Wannegem-Lede;Wannegem-Lede;Oost-Vlaanderen 
9790;Elsegem;Elsegem;Oost-Vlaanderen 
9790;Moregem;Moregem;Oost-Vlaanderen 
9790;Ooike;Ooike;Oost-Vlaanderen 
9790;Petegem-Aan-De-Schelde;Petegem-Aan-De-Schelde;Oost-Vlaanderen 
9790;Wortegem;Wortegem;Oost-Vlaanderen 
9800;Astene;Astene;Oost-Vlaanderen 
9800;Bachte-Maria-Leerne;Bachte-Maria-Leerne;Oost-Vlaanderen 
9800;DEINZE;DEINZE;Oost-Vlaanderen 
9800;Gottem;Gottem;Oost-Vlaanderen 
9800;Grammene;Grammene;Oost-Vlaanderen 
9800;Meigem;Meigem;Oost-Vlaanderen 
9800;Petegem-Aan-De-Leie;Petegem-Aan-De-Leie;Oost-Vlaanderen 
9800;Sint-Martens-Leerne;Sint-Martens-Leerne;Oost-Vlaanderen 
9800;Vinkt;Vinkt;Oost-Vlaanderen 
9800;Wontergem;Wontergem;Oost-Vlaanderen 
9800;Zeveren;Zeveren;Oost-Vlaanderen 
9810;Eke;Eke;Oost-Vlaanderen 
9810;NAZARETH;NAZARETH;Oost-Vlaanderen 
9820;Bottelare;Bottelare;Oost-Vlaanderen 
9820;Lemberge;Lemberge;Oost-Vlaanderen 
9820;Melsen;Melsen;Oost-Vlaanderen 
9820;MERELBEKE;MERELBEKE;Oost-Vlaanderen 
9820;Munte;Munte;Oost-Vlaanderen 
9820;Schelderode;Schelderode;Oost-Vlaanderen 
9830;SINT-MARTENS-LATEM;SINT-MARTENS-LATEM;Oost-Vlaanderen 
9831;Deurle;Deurle;Oost-Vlaanderen 
9840;DE PINTE;DE PINTE;Oost-Vlaanderen 
9840;Zevergem;Zevergem;Oost-Vlaanderen 
9850;Hansbeke;Hansbeke;Oost-Vlaanderen 
9850;Landegem;Landegem;Oost-Vlaanderen 
9850;Merendree;Merendree;Oost-Vlaanderen 
9850;NEVELE;NEVELE;Oost-Vlaanderen 
9850;Poesele;Poesele;Oost-Vlaanderen 
9850;Vosselare;Vosselare;Oost-Vlaanderen 
9860;Balegem;Balegem;Oost-Vlaanderen 
9860;Gijzenzele;Gijzenzele;Oost-Vlaanderen 
9860;Landskouter;Landskouter;Oost-Vlaanderen 
9860;Moortsele;Moortsele;Oost-Vlaanderen 
9860;OOSTERZELE;OOSTERZELE;Oost-Vlaanderen 
9860;Scheldewindeke;Scheldewindeke;Oost-Vlaanderen 
9870;Machelen;Machelen;Oost-Vlaanderen 
9870;Olsene;Olsene;Oost-Vlaanderen 
9870;ZULTE;ZULTE;Oost-Vlaanderen 
9880;AALTER;AALTER;Oost-Vlaanderen 
9880;Lotenhulle;Lotenhulle;Oost-Vlaanderen 
9880;Poeke;Poeke;Oost-Vlaanderen 
9881;Bellem;Bellem;Oost-Vlaanderen 
9890;Asper;Asper;Oost-Vlaanderen 
9890;Baaigem;Baaigem;Oost-Vlaanderen 
9890;Dikkelvenne;Dikkelvenne;Oost-Vlaanderen 
